"capture_index","matrix_round","valid_for_matrix","port","placement","t_seconds","rate_hz","dc_ir","dc_red","ac_ir","ac_red","band_ratio","quality","flags_hex","raw_line"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","20","99.9","89687","79644","399","188","0.829","0.95","0x03","DIAG T=20.0s I (20689) signal_diag: rate=99.9 dc_ir=89687 dc_red=79644 ac_ir=399 ac_red=188 band=0.829 quality=0.95 flags=0x03"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","25.1","99.8","89041","79251","659","332","0.921","0.85","0x03","DIAG T=25.1s I (25749) signal_diag: rate=99.8 dc_ir=89041 dc_red=79251 ac_ir=659 ac_red=332 band=0.921 quality=0.85 flags=0x03"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","30.1","99.8","88803","79029","432","128","0.901","0.4","0x05","DIAG T=30.1s I (30809) signal_diag: rate=99.8 dc_ir=88803 dc_red=79029 ac_ir=432 ac_red=128 band=0.901 quality=0.40 flags=0x05"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","35.2","99.8","89057","79038","325","128","0.861","0.4","0x05","DIAG T=35.2s I (35869) signal_diag: rate=99.8 dc_ir=89057 dc_red=79038 ac_ir=325 ac_red=128 band=0.861 quality=0.40 flags=0x05"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","40.3","99.9","88988","79001","349","145","0.131","0.4","0x05","DIAG T=40.3s I (40929) signal_diag: rate=99.9 dc_ir=88988 dc_red=79001 ac_ir=349 ac_red=145 band=0.131 quality=0.40 flags=0x05"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","45.3","99.8","88931","79009","353","147","0.797","0.4","0x05","DIAG T=45.3s I (45989) signal_diag: rate=99.8 dc_ir=88931 dc_red=79009 ac_ir=353 ac_red=147 band=0.797 quality=0.40 flags=0x05"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","50.4","99.8","88447","78891","514","147","0.923","0.7","0x01","DIAG T=50.4s I (51049) signal_diag: rate=99.8 dc_ir=88447 dc_red=78891 ac_ir=514 ac_red=147 band=0.923 quality=0.70 flags=0x01"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","55.4","99.8","88275","78992","522","273","0.671","0.4","0x05","DIAG T=55.4s I (56109) signal_diag: rate=99.8 dc_ir=88275 dc_red=78992 ac_ir=522 ac_red=273 band=0.671 quality=0.40 flags=0x05"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","60.5","99.8","89064","79383","724","280","0.932","0.95","0x03","DIAG T=60.5s I (61169) signal_diag: rate=99.8 dc_ir=89064 dc_red=79383 ac_ir=724 ac_red=280 band=0.932 quality=0.95 flags=0x03"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","65.6","99.9","89747","79582","388","123","0.861","0.4","0x05","DIAG T=65.6s I (66229) signal_diag: rate=99.9 dc_ir=89747 dc_red=79582 ac_ir=388 ac_red=123 band=0.861 quality=0.40 flags=0x05"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","70.6","99.9","89992","79555","336","130","0.848","0.7","0x03","DIAG T=70.6s I (71289) signal_diag: rate=99.9 dc_ir=89992 dc_red=79555 ac_ir=336 ac_red=130 band=0.848 quality=0.70 flags=0x03"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","75.7","99.8","90017","79443","337","148","0.827","0.4","0x05","DIAG T=75.7s I (76349) signal_diag: rate=99.8 dc_ir=90017 dc_red=79443 ac_ir=337 ac_red=148 band=0.827 quality=0.40 flags=0x05"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","80.7","99.8","89972","79327","345","143","0.884","0.7","0x03","DIAG T=80.7s I (81409) signal_diag: rate=99.8 dc_ir=89972 dc_red=79327 ac_ir=345 ac_red=143 band=0.884 quality=0.70 flags=0x03"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","85.8","99.8","89953","79213","333","149","0.916","0.85","0x03","DIAG T=85.8s I (86469) signal_diag: rate=99.8 dc_ir=89953 dc_red=79213 ac_ir=333 ac_red=149 band=0.916 quality=0.85 flags=0x03"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","90.9","99.9","90041","79162","352","129","0.867","0.7","0x03","DIAG T=90.9s I (91529) signal_diag: rate=99.9 dc_ir=90041 dc_red=79162 ac_ir=352 ac_red=129 band=0.867 quality=0.70 flags=0x03"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","95.9","99.9","90118","79147","349","135","0.884","0.7","0x03","DIAG T=95.9s I (96589) signal_diag: rate=99.9 dc_ir=90118 dc_red=79147 ac_ir=349 ac_red=135 band=0.884 quality=0.70 flags=0x03"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","101","99.8","89742","78929","552","271","0.906","0.95","0x03","DIAG T=101.0s I (101649) signal_diag: rate=99.8 dc_ir=89742 dc_red=78929 ac_ir=552 ac_red=271 band=0.906 quality=0.95 flags=0x03"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","106","99.8","88568","78418","988","383","0.933","0.85","0x03","DIAG T=106.0s I (106709) signal_diag: rate=99.8 dc_ir=88568 dc_red=78418 ac_ir=988 ac_red=383 band=0.933 quality=0.85 flags=0x03"
