"capture_index","matrix_round","valid_for_matrix","port","placement","t_seconds","seq","heart_rate","spo2","confidence","flags_hex","flag_hr_valid","flag_spo2_valid","flag_artifact","stable_segment","clean_hr","clean_spo2","target_false_lock_98_114","bad_valid_spo2_lt90","raw_line"
"8","7","True","COM6","RIGHT_THUMB_FIRM_CONTACT","15","3","0","0","60","0x00","0","0","0","0","0","0","0","0","FRAME T=15.0s HR=0 SpO2=0 conf=60 flags=0x00 seq=3"
"8","7","True","COM6","RIGHT_THUMB_FIRM_CONTACT","20.1","4","0","0","60","0x00","0","0","0","0","0","0","0","0","FRAME T=20.1s HR=0 SpO2=0 conf=60 flags=0x00 seq=4"
"8","7","True","COM6","RIGHT_THUMB_FIRM_CONTACT","25.2","5","0","0","60","0x00","0","0","0","0","0","0","0","0","FRAME T=25.2s HR=0 SpO2=0 conf=60 flags=0x00 seq=5"
"8","7","True","COM6","RIGHT_THUMB_FIRM_CONTACT","30.3","6","0","0","85","0x00","0","0","0","0","0","0","0","0","FRAME T=30.3s HR=0 SpO2=0 conf=85 flags=0x00 seq=6"
"8","7","True","COM6","RIGHT_THUMB_FIRM_CONTACT","35.3","7","0","0","70","0x00","0","0","0","0","0","0","0","0","FRAME T=35.3s HR=0 SpO2=0 conf=70 flags=0x00 seq=7"
"8","7","True","COM6","RIGHT_THUMB_FIRM_CONTACT","40.4","8","87","99","70","0x03","1","1","0","0","0","0","0","0","FRAME T=40.4s HR=87 SpO2=99 conf=70 flags=0x03 seq=8"
"8","7","True","COM6","RIGHT_THUMB_FIRM_CONTACT","45.5","9","87","0","40","0x05","1","0","1","1","0","0","0","0","FRAME T=45.5s HR=87 SpO2=0 conf=40 flags=0x05 seq=9"
"8","7","True","COM6","RIGHT_THUMB_FIRM_CONTACT","50.5","10","87","0","40","0x05","1","0","1","1","0","0","0","0","FRAME T=50.5s HR=87 SpO2=0 conf=40 flags=0x05 seq=10"
"8","7","True","COM6","RIGHT_THUMB_FIRM_CONTACT","55.6","11","87","0","40","0x05","1","0","1","1","0","0","0","0","FRAME T=55.6s HR=87 SpO2=0 conf=40 flags=0x05 seq=11"
"8","7","True","COM6","RIGHT_THUMB_FIRM_CONTACT","60.7","12","87","0","40","0x05","1","0","1","1","0","0","0","0","FRAME T=60.7s HR=87 SpO2=0 conf=40 flags=0x05 seq=12"
"8","7","True","COM6","RIGHT_THUMB_FIRM_CONTACT","65.7","13","87","0","40","0x05","1","0","1","1","0","0","0","0","FRAME T=65.7s HR=87 SpO2=0 conf=40 flags=0x05 seq=13"
"8","7","True","COM6","RIGHT_THUMB_FIRM_CONTACT","70.8","14","87","0","40","0x05","1","0","1","1","0","0","0","0","FRAME T=70.8s HR=87 SpO2=0 conf=40 flags=0x05 seq=14"
"8","7","True","COM6","RIGHT_THUMB_FIRM_CONTACT","75.9","15","73","0","85","0x01","1","0","0","1","1","0","0","0","FRAME T=75.9s HR=73 SpO2=0 conf=85 flags=0x01 seq=15"
"8","7","True","COM6","RIGHT_THUMB_FIRM_CONTACT","81","16","73","0","40","0x05","1","0","1","1","0","0","0","0","FRAME T=81.0s HR=73 SpO2=0 conf=40 flags=0x05 seq=16"
"8","7","True","COM6","RIGHT_THUMB_FIRM_CONTACT","86","17","73","100","70","0x03","1","1","0","1","1","1","0","0","FRAME T=86.0s HR=73 SpO2=100 conf=70 flags=0x03 seq=17"
"8","7","True","COM6","RIGHT_THUMB_FIRM_CONTACT","91.1","18","73","0","40","0x05","1","0","1","1","0","0","0","0","FRAME T=91.1s HR=73 SpO2=0 conf=40 flags=0x05 seq=18"
"8","7","True","COM6","RIGHT_THUMB_FIRM_CONTACT","96.2","19","73","94","85","0x03","1","1","0","1","1","1","0","0","FRAME T=96.2s HR=73 SpO2=94 conf=85 flags=0x03 seq=19"
"8","7","True","COM6","RIGHT_THUMB_FIRM_CONTACT","101.2","20","73","0","40","0x05","1","0","1","1","0","0","0","0","FRAME T=101.2s HR=73 SpO2=0 conf=40 flags=0x05 seq=20"
"8","7","True","COM6","RIGHT_THUMB_FIRM_CONTACT","106.3","21","73","0","40","0x05","1","0","1","1","0","0","0","0","FRAME T=106.3s HR=73 SpO2=0 conf=40 flags=0x05 seq=21"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","9.3","1","0","0","0","0x00","0","0","0","0","0","0","0","0","FRAME T=9.3s HR=0 SpO2=0 conf=0 flags=0x00 seq=1"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","9.9","2","0","0","0","0x00","0","0","0","0","0","0","0","0","FRAME T=9.9s HR=0 SpO2=0 conf=0 flags=0x00 seq=2"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","15","3","0","0","95","0x00","0","0","0","0","0","0","0","0","FRAME T=15.0s HR=0 SpO2=0 conf=95 flags=0x00 seq=3"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","20","4","75","98","95","0x03","1","1","0","0","0","0","0","0","FRAME T=20.0s HR=75 SpO2=98 conf=95 flags=0x03 seq=4"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","25.1","5","76","98","85","0x03","1","1","0","0","0","0","0","0","FRAME T=25.1s HR=76 SpO2=98 conf=85 flags=0x03 seq=5"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","30.2","6","76","0","40","0x05","1","0","1","0","0","0","0","0","FRAME T=30.2s HR=76 SpO2=0 conf=40 flags=0x05 seq=6"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","35.2","7","76","0","40","0x05","1","0","1","0","0","0","0","0","FRAME T=35.2s HR=76 SpO2=0 conf=40 flags=0x05 seq=7"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","40.3","8","76","0","40","0x05","1","0","1","0","0","0","0","0","FRAME T=40.3s HR=76 SpO2=0 conf=40 flags=0x05 seq=8"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","45.3","9","76","0","40","0x05","1","0","1","1","0","0","0","0","FRAME T=45.3s HR=76 SpO2=0 conf=40 flags=0x05 seq=9"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","50.4","10","75","0","70","0x01","1","0","0","1","1","0","0","0","FRAME T=50.4s HR=75 SpO2=0 conf=70 flags=0x01 seq=10"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","55.5","11","75","0","40","0x05","1","0","1","1","0","0","0","0","FRAME T=55.5s HR=75 SpO2=0 conf=40 flags=0x05 seq=11"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","60.5","12","76","100","95","0x03","1","1","0","1","1","1","0","0","FRAME T=60.5s HR=76 SpO2=100 conf=95 flags=0x03 seq=12"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","65.6","13","76","0","40","0x05","1","0","1","1","0","0","0","0","FRAME T=65.6s HR=76 SpO2=0 conf=40 flags=0x05 seq=13"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","70.6","14","75","100","70","0x03","1","1","0","1","1","1","0","0","FRAME T=70.6s HR=75 SpO2=100 conf=70 flags=0x03 seq=14"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","75.7","15","75","0","40","0x05","1","0","1","1","0","0","0","0","FRAME T=75.7s HR=75 SpO2=0 conf=40 flags=0x05 seq=15"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","80.8","16","74","99","70","0x03","1","1","0","1","1","1","0","0","FRAME T=80.8s HR=74 SpO2=99 conf=70 flags=0x03 seq=16"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","85.8","17","74","99","85","0x03","1","1","0","1","1","1","0","0","FRAME T=85.8s HR=74 SpO2=99 conf=85 flags=0x03 seq=17"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","90.9","18","73","100","70","0x03","1","1","0","1","1","1","0","0","FRAME T=90.9s HR=73 SpO2=100 conf=70 flags=0x03 seq=18"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","95.9","19","71","99","70","0x03","1","1","0","1","1","1","0","0","FRAME T=95.9s HR=71 SpO2=99 conf=70 flags=0x03 seq=19"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","101","20","71","98","95","0x03","1","1","0","1","1","1","0","0","FRAME T=101.0s HR=71 SpO2=98 conf=95 flags=0x03 seq=20"
"9","8","True","COM7","RIGHT_THUMB_FIRM_CONTACT","106.1","21","72","99","85","0x03","1","1","0","1","1","1","0","0","FRAME T=106.1s HR=72 SpO2=99 conf=85 flags=0x03 seq=21"
